band	start	end	name
chr2	110386410	110433673	RPL12P15
chr2	110465050	110472816	BMS1P19
chr2	110402933	110473075	LINC01593
chr2	110500099	110500235	IGKV1OR2-108
chr2	110633946	110634333	DPP10-AS3
chr2	110732854	110793700	ATP5F1BP1
chr2	111195962	111206494	SEPHS1P7
chr2	111208014	111209117	PGM5P4-AS1
chr2	111265282	111279880	LINC01104
chr2	111558412	111559937	LINC01826
chr2	111607840	111612518	GACAT1
chr2	111593593	111631040	MTND3P10
chr2	111769064	111780753	PANTR1
chr2	111887913	111888741	RPL22P11
chr2	111952143	111952671	AHCYP3
chr2	111997369	112003443	MTND4P26
chr2	112055719	112081411	LINC01961
chr2	112188363	112190635	LINC01868
chr2	112286056	112286422	LINC01114
chr2	112299855	112312192	LINC01191
chr2	112440395	112440601	LINC01103
chr2	112482198	112483930	LINC01849
chr2	112579483	112579584	DPP10-AS1
chr2	112621808	112622167	NDUFB4P6
chr2	112773914	112784590	LINC01889
chr2	112840327	112844195	LINC01102
chr2	112912970	112918882	RPL10P5
chr2	112932624	112933171	DPP10-AS2
chr2	112981165	112981434	HMGN1P36
chr2	113111115	113115690	HMGN2P23
chr2	113235539	113236357	EEF1E1P1
chr2	113406395	113406872	RPL5P9
chr2	113424494	113425324	DDX11L2
chr2	113498664	113501155	YWHAQP5
chr2	113541936	113563298	SDR42E1P5
chr2	113582958	113583096	NIFK-AS1
chr2	113588549	113599034	SETD6P1
chr2	113599035	113601261	MTATP6P26
chr2	113605866	113607908	SULT1C2P1
chr2	113611778	113612247	TEX51
chr2	113681110	113681217	RPL22P8
chr2	113829389	113831119	LINC01885
chr2	113904085	113905258	MTND5P22
chr2	113979908	113983258	ST6GAL2-IT1
chr2	113979568	114007302	RNU7-96P
chr2	114122273	114123293	RNU7-46P
chr2	114260049	114261226	RNU7-190P
chr2	114420124	114420302	GPAA1P1
chr2	114828431	114833548	RN7SL297P
chr2	115064572	115066818	RPL23AP7
chr2	115130934	115161191	PLGLA
chr2	116687217	116687387	MTND4LP14
chr2	116818085	116818761	RN7SL111P
chr2	117026536	117027024	FER1L5
chr2	117139714	117139775	RNA5SP102
chr2	117180891	117181562	RNA5SP101
chr2	117757562	117804174	CD8B2
chr2	117821975	117822780	LINC01965
chr2	117836349	117838204	LIMS4
chr2	117859426	117903338	LIMS3
chr2	117931042	117935838	LINC01956
chr2	117998744	117999480	SH3RF3-AS1
chr2	118014173	118015673	SULT1C2P2
chr2	118102537	118107142	MIR4436B2
chr2	118150289	118186256	MIR3127
chr2	118833699	118834609	RNU4ATAC
chr2	118843234	118844352	MIR4772
chr2	118949305	118952983	RN7SL468P
chr2	118942289	118970339	MIR5696
chr2	119156242	119158889	MIR4265
chr2	119169821	119170115	MIR4436B1
chr2	119244421	119249071	MIR4782
chr2	119302443	119366682	MIR4267
chr2	119366934	119368845	MIR4266
chr2	119430043	119437050	MIR4771-2
chr2	119439844	119441663	MIR4435-2
chr2	119698622	119700151	IGKV1OR2-11
chr2	119993198	119993611	IGKV3OR2-5
chr2	120019147	120074400	IGKV2OR2-7
chr2	120211053	120211715	IGKV2OR2-1
chr2	120213343	120213631	IGKV2OR2-7D
chr2	120213630	120214989	GMCL1P2
chr2	120174884	120216544	SMIM12P1
chr2	120215180	120217279	IGKV1OR2-9
chr2	120221277	120223408	IGKV2OR2-2
chr2	120252857	120280861	BBIP1P1
chr2	120319006	120326298	IGKV1OR2-6
chr2	120736246	120927458	TBC1D8-AS1
chr2	121081436	121088726	C2orf15
chr2	121224163	121234274	CNNM3-DT
chr2	121688202	121689714	RN7SL313P
chr2	121708511	121709115	IGKV2OR2-10
chr2	121727730	121728599	LINC01796
chr2	121790491	121794919	IGKV2OR2-8
chr2	124932914	124933020	LINC01101
chr2	125710968	125765842	LINC01127
chr2	126679621	126680420	VINAC1P
chr2	127017420	127017482	UPP2
chr2	127024251	127025723	ZNF806
chr2	127025210	127029686	R3HDM1
chr2	127048032	127056491	LY75
chr2	127170010	127170231	PTPN18
chr2	127184119	127205767	LIMS2
chr2	127247257	127250082	ARHGAP15
chr2	127257296	127262882	TUBA3D
chr2	127316872	127316979	MCM6
chr2	127307403	127343229	RIF1
chr2	127389129	127400580	CCNT2
chr2	127418426	127423097	STAM2
chr2	127423536	127423618	GPD2
chr2	127467707	127470851	CYTIP
chr2	127472233	127472415	ACVR1
chr2	127436206	127486618	TANC1
chr2	127609853	127612504	ITGB6
chr2	127625996	127626848	PROC
chr2	127638425	127640403	PLEKHB2
chr2	127648116	127651061	RAB3GAP1
chr2	127701507	127705242	LCT
chr2	127798902	127798998	DARS
chr2	127768211	127810953	KYNU
chr2	127829746	127829852	ORC4
chr2	127840605	127841763	RND3
chr2	127845235	127845341	GTDC1
chr2	127846735	127847084	CXCR4
chr2	127856889	127857147	ZRANB3
chr2	127847840	127857949	ACVR2A
chr2	127861636	127884860	NMI
chr2	127886555	127887185	TNFAIP6
chr2	127931326	127931440	ACVR1C
chr2	127941217	128027293	BAZ2B
chr2	128067193	128067407	EPC2
chr2	128067799	128067901	ARHGEF4
chr2	128091199	128108054	MARCH7
chr2	128139791	128140516	ERMN
chr2	128151153	128151304	GALNT5
chr2	128199900	128200195	TANK
chr2	128203360	128203775	CFC1
chr2	128217587	128218072	SMPD4
chr2	128268689	128290196	WDR33
chr2	128350828	128350927	CCDC115
chr2	128445080	128445198	SAP130
chr2	128518787	128519177	BIN1
chr2	128580490	128581576	IMP4
chr2	129063845	129071725	HS6ST1
chr2	129242172	129273848	UGGT1
chr2	129496296	129496788	UBXN4
chr2	129825125	129877404	NXPH2
chr2	129922862	129923809	SPOPL
chr2	129939847	129940217	THSD7B
chr2	129923176	129946703	GPR17
chr2	129968257	129968380	POLR2D
chr2	129979663	129982738	AMMECR1L
chr2	129988157	129990530	GALNT13
chr2	129992601	129993105	PKP4
chr2	129992888	129994040	HNMT
chr2	130006199	130009123	LYPD1
chr2	129990455	130028412	LYPD6B
chr2	130026002	130031918	CCDC74B
chr2	130036957	130038422	MZT2B
chr2	130048425	130049440	TUBA3E
chr2	130026844	130051131	CFC1B
chr2	130082091	130082220	FAM168B
chr2	130107683	130109741	MGAT5
chr2	130106460	130120867	TMEM163
chr2	130135977	130137759	ACMSD
chr2	130139426	130140073	NR4A2
chr2	130153109	130154100	CCDC148
chr2	130182414	130183171	PLA2R1
chr2	130191742	130198461	RBMS1
chr2	130202311	130212628	FMNL2
chr2	130212869	130213490	LINC01931
chr2	130229378	130231613	ARL5A
chr2	130245970	130248770	KCNJ3
chr2	130251567	130252559	CCDC74A
chr2	130270439	130272272	ANKRD30BL
chr2	130272478	130273511	ERCC3
chr2	130273907	130275449	IWS1
chr2	130275591	130276257	DAPL1
chr2	130276506	130277187	KIF5C
chr2	130277183	130277957	MMADHC
chr2	130278035	130278376	LRP1B
chr2	130278443	130278739	ZEB2
chr2	130278756	130280110	MAP3K2
chr2	130280298	130282105	MYO7B
chr2	130282084	130282606	MZT2A
chr2	130282678	130283329	GPR148
chr2	130293821	130294405	SFT2D3
chr2	130313933	130314411	MAP3K19
chr2	130330141	130330285	NCKAP5
chr2	130338246	130342135	RPRM
chr2	130342896	130344946	ARL6IP6
chr2	130359176	130359661	FAR2P2
chr2	130416755	130425138	AMER3
chr2	130427730	130429225	FAR2P1
chr2	130429826	130436383	CACNB4
chr2	130497742	130497849	NEB
chr2	130463798	130509287	PRSS40A
chr2	130517048	130517312	GPR39
chr2	130515996	130526691	PRSS40B
chr2	130521196	130528006	RBM43
chr2	130539838	130549085	CYP27C1
chr2	130570885	130577341	C2orf27B
chr2	130583548	130590463	LYPD6
chr2	130592765	130599550	POTEE
chr2	130603460	130603724	OR7E90P
chr2	130622837	130622944	WDSUB1
chr2	130611480	130658091	PRPF40A
chr2	130681228	130681955	POTEF
chr2	130681227	130691691	POTEI
chr2	130692242	130693770	C2orf27A
chr2	130693281	130696388	PABPC1P2
chr2	130749694	130755835	RNU6-1147P
chr2	130837454	130947230	RN7SKP93
chr2	131035091	131035262	RN7SKP103
chr2	131047875	131093428	RNU6-512P
chr2	131105328	131107990	RNY4P7
chr2	131181152	131181369	RNU6-580P
chr2	131189833	131198007	RNU6-715P
chr2	131201141	131202941	RNA5-8SP5
chr2	131191640	131209211	RNU4-48P
chr2	131229606	131229713	RNU6-395P
chr2	131218350	131263591	PKP4-AS1
chr2	131299219	131300444	MBD5
chr2	131328175	131330857	POTEKP
chr2	131352213	131353239	LINC01854
chr2	131303036	131355683	RNU6-546P
chr2	131369061	131369711	RNU6-692P
chr2	131369784	131370301	RNU6-601P
chr2	131370305	131372075	MIR128-1
chr2	131372293	131373650	SNORA40B
chr2	131379742	131380083	RNU6-127P
chr2	131380152	131380913	RNU6-1275P
chr2	131380915	131381590	RNU6-932P
chr2	131381839	131382497	RNA5SP105
chr2	131382642	131384061	BTF3L4P2
chr2	131384460	131385490	CDK7P1
chr2	131395216	131395542	FABP5P10
chr2	131402900	131409049	NOC2LP1
chr2	131419664	131419784	RPL23AP29
chr2	131423800	131424867	ATP5PBP4
chr2	131442643	131444587	RPL6P5
chr2	131461820	131463615	GNAQP1
chr2	131478716	131480338	CYP4F30P
chr2	131491159	131491236	PLAC9P1
chr2	131492812	131520421	NOC2LP2
chr2	131527910	131529691	MIR663B
chr2	131535186	131536988	RAB6C
chr2	131591751	131627266	POTEJ
chr2	131625956	131628147	RN7SKP154
chr2	131646703	131648372	RNU2-9P
chr2	131637024	131649615	RNU2-21P
chr2	131736551	131750763	RN7SKP281
chr2	131794960	131801661	RN7SKP286
chr2	131821986	131822920	RNA5SP104
chr2	131829800	131832031	RNU6-1001P
chr2	131833782	131836532	RNA5SP107
chr2	131958276	131965535	KLF2P3
chr2	132080289	132080755	LINC01120
chr2	132132855	132139429	MED15P9
chr2	132147590	132152738	MTND1P27
chr2	132253153	132253305	UBBP3
chr2	132262327	132263042	LINC01853
chr2	132285794	132294377	CCNT2-AS1
chr2	132309308	132318736	LINC02612
chr2	132406751	132406858	LINC01832
chr2	132417042	132418529	MTCYBP11
chr2	132488553	132489088	FAM8A3P
chr2	132671798	132732051	LINC01087
chr2	133117003	133119052	MED15P4
chr2	133264967	133269010	MTND5P24
chr2	134127124	134127192	RAB6C-AS1
chr2	134231194	134231312	MTCO3P5
chr2	134797168	134797879	UBQLN4P2
chr2	134918842	134920362	LINC01876
chr2	134980713	134983479	TEX41
chr2	135202437	135207518	MED15P3
chr2	135510545	135511943	MTND6P11
chr2	135531454	135602670	GSTM3P2
chr2	135810168	135810279	NCKAP5-AS2
chr2	135848155	135851945	MTCO1P44
chr2	135897954	135898978	MTND6P10
chr2	135985333	135986136	HNRNPKP2
chr2	136114348	136116243	LINC01806
chr2	136199113	136200503	CCDC148-AS1
chr2	136230752	136233245	MTND3P9
chr2	136390331	136390669	ISCA1P6
chr2	136544711	136545542	MTCO3P18
chr2	136765544	137056515	ATP5F1AP2
chr2	137512097	137512210	LINC01850
chr2	137964472	137967444	ARHGAP42P1
chr2	138412065	138413318	UBE2V1P14
chr2	138470655	138473932	TXNP5
chr2	138670771	138780348	CBX3P6
chr2	138901432	138902747	YY1P2
chr2	139732707	139733282	LINC02572
chr2	139824895	139825877	SMC4P1
chr2	139982683	139982986	MTND2P20
chr2	140103582	140131780	DYNLT3P2
chr2	140220583	140221485	MTCYBP9
chr2	140234736	140234923	UBBP1
chr2	140586625	140586685	PHBP4
chr2	140683359	140683888	NEK2P4
chr2	140898422	140899106	MTCO2P7
chr2	140992542	140992659	MTND4P27
chr2	141167256	141167357	RPL17P12
chr2	141208081	141208376	FAM133DP
chr2	142543417	142543975	LINC01818
chr2	142854094	142855998	KLF2P2
chr2	142877665	142947421	RHOQP3
chr2	143094788	143096555	FAM201B
chr2	143096838	143098007	LINC01911
chr2	143098483	143098829	ARHGAP42P2
chr2	143098897	143099933	PTP4A1P1
chr2	143099935	143100612	KLF2P1
chr2	143100929	143101355	LINC01817
chr2	143162077	143172172	FAR2P4
chr2	143091361	143238352	MTND2P19
chr2	143676318	143682939	MTCO2P5
chr2	143766619	143776073	MTND4P21
chr2	143799466	143819599	DARS-AS1
chr2	143897262	143897361	MTND2P22
chr2	144390551	144396461	RPS29P8
chr2	144494264	144496878	YBX1P7
chr2	144521038	144521116	NCKAP5-IT1
chr2	144566434	144579434	CYCSP8
chr2	144688412	144690185	LINC01412
chr2	144705216	144705419	RHOQP2
chr2	144667966	144768383	MTND4P22
chr2	145294276	145331847	MTCO1P45
chr2	145337229	145338057	MTATP6P7
chr2	145569293	145588024	AHCYP4
chr2	145600906	145603423	MTND5P30
chr2	145874519	145874845	RAB6D
chr2	146145155	146145217	MTND6P9
chr2	146194295	146194821	MTCYBP10
chr2	146587505	146589310	PPIAP65
chr2	146833500	146834038	MTCYBP8
chr2	146837748	146850310	MTND4P28
chr2	146879908	146898218	NCKAP5-AS1
chr2	147408341	147408448	CDC27P1
chr2	147713454	147713554	EDDM3CP
chr2	147877421	147877528	RPL30P2
chr2	147899400	147902956	MTCO2P18
chr2	147936312	147938180	RPL22P7
chr2	148021755	148025038	MTND1P26
chr2	148062153	148062577	YWHAEP5
chr2	148260573	148260708	VDAC2P4
chr2	148295655	148296679	HNRNPDLP2
chr2	148690213	148692248	MTND5P29
chr2	148825690	148825835	MTND2P18
chr2	148870023	148870381	MTND5P23
chr2	148872252	148872797	MRPS18BP2
chr2	149569643	149587602	LINC01920
chr2	149610667	149610774	MTCO1P7
chr2	149587195	149848233	MTND4LP12
chr2	150171422	150301080	LINC01945
chr2	150470140	150471960	KLF2P4
chr2	150566133	150568080	MTATP6P4
chr2	150552531	150572221	MED15P5
chr2	150595101	150620067	MAP3K2-DT
chr2	150982505	151003474	DNAJA1P2
chr2	151001219	151048774	NF1P8
chr2	151260984	151261778	UPP2-IT1
chr2	151368333	151368411	LINC01856
chr2	151368333	151368411	NIFKP9
chr2	151372002	151372287	MTND1P29
chr2	151366141	151373744	LINC02631
chr2	151409899	151420379	MTCO1P18
chr2	151802650	151842014	ZEB2-AS1
chr2	152098327	152109202	RPLP0P7
chr2	152284349	152284460	RNA5SP103
chr2	152389936	152390630	RNU7-182P
chr2	152539196	152539427	RNU6-1132P
chr2	152578620	152607653	CYP4F62P
chr2	152657884	152659104	FAR2P3
chr2	152718958	152759851	RN7SL283P
chr2	152850652	152850824	CD302
chr2	153158937	153159683	RN7SL124P
chr2	153208085	153208163	RN7SL393P
chr2	153337704	153357422	OR7E89P
chr2	153446812	153446883	RN7SL423P
chr2	153477337	153478808	MTND6P8
chr2	153761449	153762646	CYP4F27P
chr2	153871952	153944555	LY75-CD302
chr2	154286588	154287425	MED15P8
chr2	154435852	154457438	MTCO3P7
chr2	154590406	154590528	OR7E28P
chr2	154696461	154697817	RNU6-848P
chr2	154709331	154855028	RNU7-2P
chr2	154940540	154941067	RNU6-617P
chr2	154965512	154968003	RNU6-473P
chr2	155089438	155089538	RN7SKP141
chr2	155263457	155263724	RNU6-436P
chr2	155264162	155264823	RNU6-904P
chr2	155269632	155269887	RNU6-1049P
chr2	155311022	155311409	RNU6-579P
chr2	155311696	155313427	RNU6-175P
chr2	155314065	155314368	RNA5SP106
chr2	156655223	156695659	MIR5590
chr2	156777705	156778372	MIR3679
chr2	157210846	157211539	MIR4783
chr2	157298806	157299158	MIR4773-1
chr2	157300802	157302597	LINC01966
chr2	157725707	157736005	GRAMD4P8
chr2	158548424	158549224	MIR6888
chr2	159689216	159690291	LINC01958
chr2	159670711	159712018	MIR7157
chr2	159712506	159743211	MIR4773-2
chr2	159768852	159798242	MIR4785
chr2	159812233	159814009	MTND3P18
chr2	160101564	160112110	MIR4784
chr2	160274479	160276685	SMIM39
chr2	161160426	161161651	LINC02478
chr2	161308460	161319022	TFPI
chr2	161340815	161341326	AGPS
chr2	161409553	161409670	NCKAP1
chr2	161422658	161423135	PMS1
chr2	161419510	161423455	CALCRL
chr2	161424014	161428774	ANKRD44
chr2	161433873	161437458	ZC3H15
chr2	161500884	161507705	MYO3B
chr2	161558543	161558646	CYBRD1
chr2	161568501	161570185	ABCB11
chr2	161580071	161581350	DHRS9
chr2	161424372	161624566	DNAJC10
chr2	161931198	161931466	DYNC1I2
chr2	162005644	162014462	FAP
chr2	162073255	162075169	FKBP7
chr2	162077356	162077651	OSBPL6
chr2	162088258	162090072	STK17B
chr2	162093428	162094854	LRP2
chr2	162143177	162144415	COBLL1
chr2	162159761	162169698	ITGA6
chr2	162170683	162173781	RAPGEF4
chr2	162267247	162268137	MAP3K20
chr2	162344133	162356665	ITGA4
chr2	162496935	162497051	PSMD14
chr2	162501984	162528360	PDE1A
chr2	162768935	162797972	GCG
chr2	163152250	163153307	IFIH1
chr2	163288994	163289096	GCA
chr2	163611353	163735984	GRB14
chr2	164213538	164214414	GALNT3
chr2	164321932	164322223	WDR75
chr2	163749572	164352223	STAT1
chr2	164492821	164497052	GLS
chr2	164573740	164574054	COQ10B
chr2	164687286	164687596	SF3B1
chr2	164687642	164687777	MOB4
chr2	164653623	164692346	HSPE1
chr2	164858431	164858546	GORASP2
chr2	164895676	164895777	DCAF17
chr2	164898607	164911940	SLC25A12
chr2	164912332	164959082	DLX2
chr2	165092255	165093828	PLCL1
chr2	165194992	165274338	WIPF1
chr2	165285252	165286048	ATF2
chr2	165469705	165566981	NFE2L2
chr2	165747802	165761907	PLEKHA3
chr2	165794850	165810010	DNAH7
chr2	165833047	165839098	GTF3C3
chr2	165794856	165846091	METTL8
chr2	165857474	165870991	TTC21B
chr2	165933887	165947583	MYO1B
chr2	165994166	165996322	HOXD1
chr2	165957429	166036385	HOXD3
chr2	166123493	166123597	MTX2
chr2	166180651	166180966	PDE11A
chr2	166198298	166205239	CHN1
chr2	166414488	166414729	GAD1
chr2	166461754	166465526	EIF2S2P4
chr2	166889501	166889884	OSGEPL1
chr2	167123903	167140955	ORMDL1
chr2	166888486	167259749	HAT1
chr2	167293170	167558333	HOXD9
chr2	167631479	167631541	HOXD10
chr2	167713662	167716065	HOXD11
chr2	167814773	167869914	HOXD13
chr2	167868947	167874041	SCN2A
chr2	167964307	168012661	TBR1
chr2	168231920	168232220	SCN7A
chr2	168451323	168451606	STAT4
chr2	168582942	168583018	MSTN
chr2	168606389	168606496	ASNSD1
chr2	168456248	168775134	METTL5
chr2	168774354	168784694	SSB
chr2	168802638	168812084	NAB1
chr2	168834131	168889293	PPIG
chr2	168901290	168907731	FASTKD1
chr2	168915497	168927234	HECW2
chr2	169069561	169081779	OLA1
chr2	169100742	169101210	CIR1
chr2	169115194	169115680	ITPRID2
chr2	169132599	169139663	CHRNA1
chr2	169479479	169482710	ITGAV
chr2	169514219	169514950	SLC40A1
chr2	169479479	169525922	SCN1A
chr2	169529831	169531682	SLC4A10
chr2	169577370	169577746	SCRN3
chr2	169584567	169606079	LNPK
chr2	169658131	169661357	ZNF385B
chr2	169674936	169681324	TMEFF2
chr2	169695213	169698300	CDCA7
chr2	169727871	169728003	DLX1
chr2	169740996	169749500	UBR3
chr2	169767184	169768799	PHOSPHO2
chr2	169790092	169790885	GULP1
chr2	169798879	169806007	FAM171B
chr2	169811757	169813175	HSPD1
chr2	169947408	169949892	CCDC150
chr2	170077223	170078294	PPP1R1C
chr2	170119995	170120098	ANKAR
chr2	170334073	170341253	INPP1
chr2	170199207	170382766	MFSD6
chr2	170601661	170602228	SPC25
chr2	170690563	170690742	G6PC2
chr2	170640373	170695374	PDK1
chr2	170712450	170714567	BOLL
chr2	170716041	170716488	SCN3A
chr2	170725736	170727855	CCDC173
chr2	170751804	170752788	ATP5MC3
chr2	170771112	170777742	RBM45
chr2	170783166	170783271	TTN
chr2	170783785	170798971	RFTN2
chr2	170816292	170817172	NEUROD1
chr2	170816113	170822116	FRZB
chr2	170929252	170948761	DUSP19
chr2	171045230	171055129	NUP35
chr2	171324100	171326153	ZSWIM2
chr2	171374930	171375278	NOSTRIN
chr2	171434656	171449925	XIRP2
chr2	171491421	171491931	BBS5
chr2	171492904	171493095	GPR155
chr2	171517269	171517716	LINC01116
chr2	171522510	171541128	CCDC141
chr2	171587092	171587259	CWC22
chr2	171687471	171693084	CAVIN2
chr2	171784831	171788942	COL3A1
chr2	171856565	171856670	SCN9A
chr2	171922461	171923475	SLC38A11
chr2	171999954	172061994	UBE2E3
chr2	172084739	172086854	HNRNPA3
chr2	172099438	172102900	HOXD4
chr2	172103005	172109982	HOXD12
chr2	172315286	172323737	ZNF804A
chr2	172423806	172424173	CERS6
chr2	172427773	172428603	B3GALT1
chr2	172465146	172466012	SP3
chr2	172468997	172474112	METAP1D
chr2	172509028	172512510	NABP1
chr2	172558150	172558252	EVX2
chr2	172555626	172564687	DIRC1
chr2	172674211	172674898	HOXD8
chr2	172677140	172679027	CACYBPP2
chr2	172691298	172691402	CSRNP3
chr2	172893762	172894383	PRKRA
chr2	173090618	173187623	FIGN
chr2	173166445	173207612	KCNH7
chr2	173297628	173298512	SESTD1
chr2	173338218	173338461	C2orf88
chr2	173354887	173364873	C2orf66
chr2	173431348	173431812	CERKL
chr2	173477995	173478400	FSIP2
chr2	173485864	173486362	NEMP2
chr2	173575109	173576341	TTC30B
chr2	173705947	173706148	SLC39A10
chr2	173811075	173811392	PGAP1
chr2	173871652	173872465	TTC30A
chr2	173880864	173899428	DPP4
chr2	173968350	173969418	HIBCH
chr2	174011855	174012975	TLK1
chr2	174025279	174027163	STK39
chr2	174043007	174043880	RNU6-766P
chr2	174075189	174079351	RNA5SP110
chr2	174171890	174172725	RNU6-989P
chr2	174240142	174240457	RNU6-1290P
chr2	174310014	174310974	RNA5SP114
chr2	174328771	174330542	RNU6-627P
chr2	174349134	174351963	RNU6-915P
chr2	174436305	174445422	RNU6-169P
chr2	174545384	174546335	E2F3P2
chr2	174557965	174558072	HNRNPCP2
chr2	174567076	174570646	COL5A2
chr2	174575226	174587726	PJVK
chr2	174547373	174665689	ERICH2
chr2	174719907	174720318	SP5
chr2	174747809	174764412	RNU6-629P
chr2	174799896	174802057	RNU6-1029P
chr2	175022213	175022319	RNU6-187P
chr2	175029768	175029877	SNORA70F
chr2	175092400	175092587	RNU6-5P
chr2	175080262	175093254	RNU6-1122P
chr2	175167632	175167709	RNU6-959P
chr2	175167903	175168522	MIR10B
chr2	175176492	175176586	MIR561
chr2	175178144	175181663	RNU6-763P
chr2	175184214	175184607	RNA5SP109
chr2	175897335	175904232	KRT8P40
chr2	175904370	175905502	NPM1P46
chr2	175929938	175937856	AHCYP5
chr2	176099801	176100760	LIN28AP1
chr2	176122719	176124937	KLHL23
chr2	176130356	176132000	KRT18P19
chr2	176121610	176137013	DNAJB1P1
chr2	176136611	176139663	KRT18P29
chr2	176150302	176150412	API5P2
chr2	176151084	176173097	CTAGE14P
chr2	176177716	176179008	HMGB1P4
chr2	176188842	176188901	GLULP6
chr2	176188578	176190907	MIR933
chr2	176189918	176192538	SP9
chr2	176242110	176242993	RNU6ATAC19P
chr2	176269451	176328322	MIR1258
chr2	176506244	176507702	MIR1245A
chr2	176600979	176601052	LINC01124
chr2	176630164	176637562	RN7SKP152
chr2	176637709	176655958	RNA5SP113
chr2	176761236	176762616	RN7SKP42
chr2	176804986	176806337	RNU5E-9P
chr2	176809425	176809859	RNA5SP111
chr2	176822029	176823653	LINC01825
chr2	177138698	177138797	SAP18P2
chr2	177177694	177178255	PRKRA-AS1
chr2	177194982	177195095	EXTL2P1
chr2	177197984	177198547	RPL21P32
chr2	177229190	177229506	HAGLR
chr2	177255944	177256010	DPRXP1
chr2	177306372	177310572	TTC21B-AS1
chr2	177310726	177314918	LINC01117
chr2	177345857	177345961	EIF3EP2
chr2	177997272	177998770	LINC01821
chr2	178017992	178018465	HNRNPA3P15
chr2	178038901	178039004	DNAJC19P5
chr2	178142547	178142651	PPIAP66
chr2	178194488	178285038	RPS17P8
chr2	178431414	178444007	HAGLROS
chr2	178467806	178478317	FTH1P20
chr2	178523215	178527361	FSIP2-AS2
chr2	178541124	178541799	PRPS1P1
chr2	178830268	178837137	PCGEM1
chr2	179109321	179124467	CERS6-AS1
chr2	179273830	179285707	MED28P3
chr2	179480893	179536503	RAPGEF4-AS1
chr2	179934401	179934527	DAP3P2
chr2	180473136	180473419	HECW2-AS1
chr2	180979426	180980090	CYP2C56P
chr2	181566057	181649736	LINC01790
chr2	181673087	181680547	RPL7P61
chr2	181683112	181685707	RPSAP25
chr2	181694441	181694900	ATP5MC2P3
chr2	181887850	181891663	HMGB1P27
chr2	182048821	182048905	KRT8P10
chr2	182061462	182064123	TIMM8AP1
chr2	182223931	182241986	LINC01305
chr2	182314283	182314544	RPS6P2
chr2	182716426	182728658	PTCHD3P2
chr2	182833274	182867162	FSIP2-AS1
chr2	182873840	182873947	LINC01090
chr2	183064234	183064346	GAPDHP59
chr2	183078558	183095899	MYO3B-AS1
chr2	183117518	183120062	ALDH7A1P2
chr2	183607441	183608119	RPL31P15
chr2	184378974	184379044	RPL23AP35
chr2	184902110	184902562	ITGA6-AS1
chr2	185547134	185547818	MAPRE1P3
chr2	185956586	185957063	RPL21P38
chr2	186364597	186365128	RPL5P7
chr2	186486266	186495319	LINC01934
chr2	186665125	186668020	RPEP5
chr2	186641338	186695287	LINC01827
chr2	187428336	187448146	RPSAP24
chr2	187483929	187496976	ST13P2
chr2	187003219	187527280	H3F3AP4
chr2	187825340	187826449	KRT18P46
chr2	188227819	188287634	UBE2V1P6
chr2	188291706	188294278	SCN1A-AS1
chr2	188995629	188995692	DLX2-DT
chr2	189056765	189063038	LINC01923
chr2	189311262	189311967	HNRNPA1P47
chr2	189572520	189580741	ANKRD44-IT1
chr2	189661438	189666351	FUCA1P1
chr2	189676937	189692849	PPIAP67
chr2	189750533	189761663	TTN-AS1
chr2	189763858	189764456	HOXD-AS2
chr2	189930276	189931010	HNRNPA1P39
chr2	190055696	190062729	RPL23AP33
chr2	190189734	190205232	LINC01473
chr2	190454091	190454521	MAP3K20-AS1
chr2	190616842	190648329	RNU7-148P
chr2	190653724	190659362	RNU7-104P
chr2	190992638	190993567	KLHL41
chr2	191017953	191019079	RN7SL813P
chr2	191021525	191032314	RN7SL267P
chr2	191031207	191033607	RN7SL65P
chr2	191121949	191122056	MARS2
chr2	191154117	191156070	CYCTP
chr2	191263572	191296226	RNA5SP112
chr2	191370937	191371044	RN7SKP179
chr2	191678067	191682487	RNU6ATAC14P
chr2	191682451	191682633	RNU6-1045P
chr2	191834301	191847255	RNU6-182P
chr2	191881181	191882205	RNU6-1006P
chr2	192021911	192029036	OSGEPL1-AS1
chr2	192644101	192645383	XIRP2-AS1
chr2	192775942	192776073	LINC01960
chr2	193256482	193257757	MIR3129
chr2	193276667	193277614	MIR3128
chr2	193730554	193730689	MIR4774
chr2	193898366	193899394	MIR4437
chr2	194027918	194028164	MIR548AE1
chr2	194664106	194664174	HSPE1-MOB4
chr2	195657234	195658587	RNA5SP108
chr2	196686147	196686330	RN7SL820P
chr2	196992677	196993638	MIR6512
chr2	197533802	197533965	SCHLAP1
chr2	197516073	197550764	MIR1246
chr2	197572005	197617895	MIR1245B
chr2	197693105	197774823	MIR7704
chr2	198190963	198191517	MIR3606
chr2	198301407	198314714	MIR4444-1
chr2	198882572	199071791	ASDURF
chr2	199191058	199191120	ALS2
chr2	199308859	199329035	CASP10
chr2	199325309	199329362	CFLAR
chr2	199457699	199459892	CLK1
chr2	199608067	199630487	SLC11A1
chr2	199659550	199660729	CPS1
chr2	199785528	199848970	NDUFS1
chr2	199872171	199872378	IKZF2
chr2	199867774	199894658	CUL3
chr2	199901080	199901377	PTPRN
chr2	199911255	199928273	NOP58
chr2	199931332	199955500	CASP8
chr2	199959265	199963836	ASIC4
chr2	200306726	200372191	SPEG
chr2	200373174	200373269	BCS1L
chr2	200488951	200510063	MAP2
chr2	200531774	200533375	XRCC5
